Class of Year,LEA,LEA Name,School Number,School Name,Cohort,Grad Rate,Diplomas Earned,Adjusted Cohort Count,Create Date
2016,09,Dorchester,0713,Cambridge-South Dorchester High School,3-year adjusted cohort,<= 5.00,*,183,20180117
2016,09,Dorchester,A,All Dorchester Schools,5-year adjusted cohort,87.16,258,296,20180117
2016,09,Dorchester,A,All Dorchester Schools,4-year adjusted cohort,86.49,256,296,20180117
2016,09,Dorchester,A,All Dorchester Schools,3-year adjusted cohort,<= 5.00,*,288,20180117
2016,10,Frederick,0100,Frederick County Virtual School,5-year adjusted cohort,*,*,*,20180117
2016,10,Frederick,0100,Frederick County Virtual School,4-year adjusted cohort,*,*,*,20180117
2016,10,Frederick,0100,Frederick County Virtual School,3-year adjusted cohort,*,*,*,20180117
2016,10,Frederick,0208,Heather Ridge High School,5-year adjusted cohort,*,*,*,20180117
2016,10,Frederick,0208,Heather Ridge High School,4-year adjusted cohort,*,*,*,20180117
2016,10,Frederick,0208,Heather Ridge High School,3-year adjusted cohort,*,*,*,20180117
2016,10,Frederick,0209,Frederick High,5-year adjusted cohort,81.94,245,299,20180117
2016,10,Frederick,0209,Frederick High,4-year adjusted cohort,79.33,238,300,20180117
2016,10,Frederick,0209,Frederick High,3-year adjusted cohort,<= 5.00,*,306,20180117
2016,10,Frederick,0213,Gov. Thomas Johnson High,5-year adjusted cohort,93.21,357,383,20180117
2016,10,Frederick,0213,Gov. Thomas Johnson High,4-year adjusted cohort,88.89,344,387,20180117
2016,10,Frederick,0213,Gov. Thomas Johnson High,3-year adjusted cohort,<= 5.00,*,357,20180117
2016,10,Frederick,0313,Middletown High,5-year adjusted cohort,>= 95.00,*,285,20180117
2016,10,Frederick,0313,Middletown High,4-year adjusted cohort,>= 95.00,*,284,20180117
2016,10,Frederick,0313,Middletown High,3-year adjusted cohort,<= 5.00,*,282,20180117
2016,10,Frederick,0713,Urbana High,5-year adjusted cohort,>= 95.00,*,391,20180117
2016,10,Frederick,0713,Urbana High,4-year adjusted cohort,>= 95.00,*,389,20180117
2016,10,Frederick,0713,Urbana High,3-year adjusted cohort,<= 5.00,*,389,20180117
2016,10,Frederick,0912,Linganore High,5-year adjusted cohort,>= 95.00,*,365,20180117
2016,10,Frederick,0912,Linganore High,4-year adjusted cohort,94.54,346,366,20180117
2016,10,Frederick,0912,Linganore High,3-year adjusted cohort,<= 5.00,*,361,20180117
2016,10,Frederick,0920,Oakdale High,5-year adjusted cohort,>= 95.00,*,289,20180117
2016,10,Frederick,0920,Oakdale High,4-year adjusted cohort,>= 95.00,*,289,20180117
2016,10,Frederick,0920,Oakdale High,3-year adjusted cohort,<= 5.00,*,288,20180117
2016,10,Frederick,1509,Catoctin High,5-year adjusted cohort,94.63,229,242,20180117
2016,10,Frederick,1509,Catoctin High,4-year adjusted cohort,92.53,223,241,20180117
2016,10,Frederick,1509,Catoctin High,3-year adjusted cohort,<= 5.00,*,236,20180117
2016,10,Frederick,2307,Tuscarora High,5-year adjusted cohort,92.74,345,372,20180117
2016,10,Frederick,2307,Tuscarora High,4-year adjusted cohort,91.64,340,371,20180117
2016,10,Frederick,2307,Tuscarora High,3-year adjusted cohort,<= 5.00,*,369,20180117
2016,10,Frederick,2404,Rock Creek School,5-year adjusted cohort,*,*,*,20180117
2016,10,Frederick,2404,Rock Creek School,4-year adjusted cohort,*,*,*,20180117
2016,10,Frederick,2404,Rock Creek School,3-year adjusted cohort,*,*,*,20180117
2016,10,Frederick,2503,Brunswick High,5-year adjusted cohort,92.94,158,170,20180117
2016,10,Frederick,2503,Brunswick High,4-year adjusted cohort,91.76,156,170,20180117
2016,10,Frederick,2503,Brunswick High,3-year adjusted cohort,<= 5.00,*,169,20180117
2016,10,Frederick,2610,Walkersville High,5-year adjusted cohort,>= 95.00,*,272,20180117
2016,10,Frederick,2610,Walkersville High,4-year adjusted cohort,93.70,253,270,20180117
2016,10,Frederick,2610,Walkersville High,3-year adjusted cohort,<= 5.00,*,273,20180117
2016,10,Frederick,A,All Frederick Schools,5-year adjusted cohort,93.78,2882,3073,20180117
2016,10,Frederick,A,All Frederick Schools,4-year adjusted cohort,92.06,2828,3072,20180117
2016,10,Frederick,A,All Frederick Schools,3-year adjusted cohort,<= 5.00,*,3039,20180117
2016,11,Garrett,0512,Northern Garrett High School,5-year adjusted cohort,93.44,114,122,20180117
2016,11,Garrett,0512,Northern Garrett High School,4-year adjusted cohort,93.44,114,122,20180117
2016,11,Garrett,0512,Northern Garrett High School,3-year adjusted cohort,<= 5.00,*,121,20180117
2016,11,Garrett,0709,Southern Garrett High School,5-year adjusted cohort,90.40,160,177,20180117
2016,11,Garrett,0709,Southern Garrett High School,4-year adjusted cohort,90.40,160,177,20180117
2016,11,Garrett,0709,Southern Garrett High School,3-year adjusted cohort,<= 5.00,*,178,20180117
2016,11,Garrett,A,All Garrett Schools,5-year adjusted cohort,91.64,274,299,20180117
2016,11,Garrett,A,All Garrett Schools,4-year adjusted cohort,91.64,274,299,20180117
2016,11,Garrett,A,All Garrett Schools,3-year adjusted cohort,<= 5.00,*,299,20180117
2016,12,Harford,0176,Edgewood High,5-year adjusted cohort,88.65,289,326,20180117
2016,12,Harford,0176,Edgewood High,4-year adjusted cohort,85.98,282,328,20180117
2016,12,Harford,0176,Edgewood High,3-year adjusted cohort,<= 5.00,*,330,20180117
2016,12,Harford,0181,Joppatowne High,5-year adjusted cohort,83.62,148,177,20180117
2016,12,Harford,0181,Joppatowne High,4-year adjusted cohort,81.46,145,178,20180117
2016,12,Harford,0181,Joppatowne High,3-year adjusted cohort,<= 5.00,*,177,20180117
2016,12,Harford,0187,Patterson Mill High School,5-year adjusted cohort,94.74,198,209,20180117
2016,12,Harford,0187,Patterson Mill High School,4-year adjusted cohort,94.26,197,209,20180117
2016,12,Harford,0187,Patterson Mill High School,3-year adjusted cohort,<= 5.00,*,211,20180117
2016,12,Harford,0270,Aberdeen High,5-year adjusted cohort,85.03,284,334,20180117
2016,12,Harford,0270,Aberdeen High,4-year adjusted cohort,83.23,278,334,20180117
2016,12,Harford,0270,Aberdeen High,3-year adjusted cohort,<= 5.00,*,326,20180117
2016,12,Harford,0292,Center for Educational Opportunity,5-year adjusted cohort,27.12,16,59,20180117
2016,12,Harford,0292,Center for Educational Opportunity,4-year adjusted cohort,21.31,13,61,20180117
2016,12,Harford,0292,Center for Educational Opportunity,3-year adjusted cohort,<= 5.00,*,59,20180117
2016,12,Harford,0304,Harford Technical High,5-year adjusted cohort,>= 95.00,*,258,20180117
2016,12,Harford,0304,Harford Technical High,4-year adjusted cohort,>= 95.00,*,258,20180117
2016,12,Harford,0304,Harford Technical High,3-year adjusted cohort,<= 5.00,*,259,20180117
2016,12,Harford,0373,Bel Air High,5-year adjusted cohort,>= 95.00,*,407,20180117
2016,12,Harford,0373,Bel Air High,4-year adjusted cohort,93.12,379,407,20180117
2016,12,Harford,0373,Bel Air High,3-year adjusted cohort,<= 5.00,*,403,20180117
2016,12,Harford,0382,Fallston High,5-year adjusted cohort,>= 95.00,*,266,20180117
2016,12,Harford,0382,Fallston High,4-year adjusted cohort,>= 95.00,*,267,20180117
2016,12,Harford,0382,Fallston High,3-year adjusted cohort,<= 5.00,*,266,20180117
2016,12,Harford,0385,C. Milton Wright High,5-year adjusted cohort,>= 95.00,*,361,20180117
2016,12,Harford,0385,C. Milton Wright High,4-year adjusted cohort,>= 95.00,*,362,20180117
2016,12,Harford,0385,C. Milton Wright High,3-year adjusted cohort,<= 5.00,*,357,20180117
2016,12,Harford,0391,John Archer School,5-year adjusted cohort,<= 5.00,*,19,20180117
2016,12,Harford,0391,John Archer School,4-year adjusted cohort,<= 5.00,*,10,20180117
2016,12,Harford,0391,John Archer School,3-year adjusted cohort,*,*,*,20180117
2016,12,Harford,0580,North Harford High,5-year adjusted cohort,91.95,297,323,20180117
2016,12,Harford,0580,North Harford High,4-year adjusted cohort,91.33,295,323,20180117
2016,12,Harford,0580,North Harford High,3-year adjusted cohort,<= 5.00,*,321,20180117
2016,12,Harford,0678,Havre de Grace High,5-year adjusted cohort,92.62,138,149,20180117
2016,12,Harford,0678,Havre de Grace High,4-year adjusted cohort,90.07,136,151,20180117
2016,12,Harford,0678,Havre de Grace High,3-year adjusted cohort,<= 5.00,*,148,20180117
2016,12,Harford,A,All Harford Schools,5-year adjusted cohort,90.34,2609,2888,20180117
2016,12,Harford,A,All Harford Schools,4-year adjusted cohort,89.09,2573,2888,20180117
2016,12,Harford,A,All Harford Schools,3-year adjusted cohort,<= 5.00,*,2866,20180117
2016,13,Howard,0080,Homewood School,5-year adjusted cohort,56.86,29,51,20180117
2016,13,Howard,0080,Homewood School,4-year adjusted cohort,48.00,24,50,20180117
2016,13,Howard,0080,Homewood School,3-year adjusted cohort,6.38,3,47,20180117
2016,13,Howard,0203,Howard High,5-year adjusted cohort,>= 95.00,*,450,20180117
2016,13,Howard,0203,Howard High,4-year adjusted cohort,>= 95.00,*,449,20180117
2016,13,Howard,0203,Howard High,3-year adjusted cohort,<= 5.00,*,441,20180117
2016,13,Howard,0207,Mount Hebron High,5-year adjusted cohort,>= 95.00,*,350,20180117
2016,13,Howard,0207,Mount Hebron High,4-year adjusted cohort,94.83,330,348,20180117
2016,13,Howard,0207,Mount Hebron High,3-year adjusted cohort,<= 5.00,*,345,20180117
2016,13,Howard,0214,Centennial High,5-year adjusted cohort,>= 95.00,*,355,20180117
2016,13,Howard,0214,Centennial High,4-year adjusted cohort,>= 95.00,*,355,20180117
2016,13,Howard,0214,Centennial High,3-year adjusted cohort,<= 5.00,*,351,20180117
2016,13,Howard,0308,Marriotts Ridge High,5-year adjusted cohort,>= 95.00,*,296,20180117
2016,13,Howard,0308,Marriotts Ridge High,4-year adjusted cohort,>= 95.00,*,295,20180117
2016,13,Howard,0308,Marriotts Ridge High,3-year adjusted cohort,<= 5.00,*,288,20180117
2016,13,Howard,0404,Glenelg High,5-year adjusted cohort,>= 95.00,*,358,20180117
2016,13,Howard,0404,Glenelg High,4-year adjusted cohort,94.97,340,358,20180117
2016,13,Howard,0404,Glenelg High,3-year adjusted cohort,<= 5.00,*,349,20180117
2016,13,Howard,0509,Atholton High,5-year adjusted cohort,>= 95.00,*,362,20180117
2016,13,Howard,0509,Atholton High,4-year adjusted cohort,>= 95.00,*,362,20180117
2016,13,Howard,0509,Atholton High,3-year adjusted cohort,<= 5.00,*,362,20180117
2016,13,Howard,0516,Wilde Lake High,5-year adjusted cohort,89.33,293,328,20180117
2016,13,Howard,0516,Wilde Lake High,4-year adjusted cohort,88.15,290,329,20180117
2016,13,Howard,0516,Wilde Lake High,3-year adjusted cohort,<= 5.00,*,327,20180117
2016,13,Howard,0522,Cedar Lane Special Center,5-year adjusted cohort,*,*,*,20180117
2016,13,Howard,0522,Cedar Lane Special Center,4-year adjusted cohort,*,*,*,20180117
2016,13,Howard,0522,Cedar Lane Special Center,3-year adjusted cohort,*,*,*,20180117
2016,13,Howard,0524,River Hill High,5-year adjusted cohort,>= 95.00,*,334,20180117
2016,13,Howard,0524,River Hill High,4-year adjusted cohort,94.91,317,334,20180117
2016,13,Howard,0524,River Hill High,3-year adjusted cohort,<= 5.00,*,338,20180117
2016,13,Howard,0527,Reservoir High,5-year adjusted cohort,94.46,375,397,20180117
2016,13,Howard,0527,Reservoir High,4-year adjusted cohort,93.45,371,397,20180117
2016,13,Howard,0527,Reservoir High,3-year adjusted cohort,<= 5.00,*,385,20180117
2016,13,Howard,0611,Oakland Mills High,5-year adjusted cohort,89.96,251,279,20180117
2016,13,Howard,0611,Oakland Mills High,4-year adjusted cohort,86.62,246,284,20180117
2016,13,Howard,0611,Oakland Mills High,3-year adjusted cohort,<= 5.00,*,275,20180117
2016,13,Howard,0619,Hammond High,5-year adjusted cohort,>= 95.00,*,319,20180117
2016,13,Howard,0619,Hammond High,4-year adjusted cohort,93.77,301,321,20180117
2016,13,Howard,0619,Hammond High,3-year adjusted cohort,<= 5.00,*,313,20180117
2016,13,Howard,0623,Long Reach High,5-year adjusted cohort,91.85,327,356,20180117
2016,13,Howard,0623,Long Reach High,4-year adjusted cohort,91.53,324,354,20180117
2016,13,Howard,0623,Long Reach High,3-year adjusted cohort,<= 5.00,*,348,20180117
2016,13,Howard,A,All Howard Schools,5-year adjusted cohort,94.32,4001,4242,20180117
2016,13,Howard,A,All Howard Schools,4-year adjusted cohort,93.21,3954,4242,20180117
2016,13,Howard,A,All Howard Schools,3-year adjusted cohort,<= 5.00,*,4175,20180117
2016,14,Kent,0301,Kent County High,5-year adjusted cohort,89.29,125,140,20180117
2016,14,Kent,0301,Kent County High,4-year adjusted cohort,88.57,124,140,20180117
2016,14,Kent,0301,Kent County High,3-year adjusted cohort,<= 5.00,*,137,20180117
2016,14,Kent,A,All Kent Schools,5-year adjusted cohort,89.29,125,140,20180117
2016,14,Kent,A,All Kent Schools,4-year adjusted cohort,88.57,124,140,20180117
2016,14,Kent,A,All Kent Schools,3-year adjusted cohort,<= 5.00,*,137,20180117
2016,15,Montgomery,0104,Seneca Valley High,5-year adjusted cohort,86.15,255,296,20180117
2016,15,Montgomery,0104,Seneca Valley High,4-year adjusted cohort,82.15,244,297,20180117
2016,15,Montgomery,0104,Seneca Valley High,3-year adjusted cohort,<= 5.00,*,302,20180117
2016,15,Montgomery,0125,Quince Orchard High,5-year adjusted cohort,94.89,464,489,20180117
2016,15,Montgomery,0125,Quince Orchard High,4-year adjusted cohort,93.84,457,487,20180117
2016,15,Montgomery,0125,Quince Orchard High,3-year adjusted cohort,<= 5.00,*,475,20180117
2016,15,Montgomery,0152,Poolesville High,5-year adjusted cohort,>= 95.00,*,309,20180117
2016,15,Montgomery,0152,Poolesville High,4-year adjusted cohort,>= 95.00,*,309,20180117
2016,15,Montgomery,0152,Poolesville High,3-year adjusted cohort,<= 5.00,*,309,20180117
2016,15,Montgomery,0201,Richard Montgomery High,5-year adjusted cohort,>= 95.00,*,527,20180117
2016,15,Montgomery,0201,Richard Montgomery High,4-year adjusted cohort,93.14,489,525,20180117
2016,15,Montgomery,0201,Richard Montgomery High,3-year adjusted cohort,<= 5.00,*,518,20180117
2016,15,Montgomery,0230,Rockville High,5-year adjusted cohort,91.59,283,309,20180117
2016,15,Montgomery,0230,Rockville High,4-year adjusted cohort,89.32,276,309,20180117
2016,15,Montgomery,0230,Rockville High,3-year adjusted cohort,<= 5.00,*,309,20180117
2016,15,Montgomery,0234,Thomas S. Wootton High,5-year adjusted cohort,>= 95.00,*,563,20180117
2016,15,Montgomery,0234,Thomas S. Wootton High,4-year adjusted cohort,>= 95.00,*,563,20180117
2016,15,Montgomery,0234,Thomas S. Wootton High,3-year adjusted cohort,<= 5.00,*,553,20180117
2016,15,Montgomery,0239,Alternative Programs,5-year adjusted cohort,41.82,23,55,20180117
2016,15,Montgomery,0239,Alternative Programs,4-year adjusted cohort,27.27,15,55,20180117
2016,15,Montgomery,0239,Alternative Programs,3-year adjusted cohort,<= 5.00,*,49,20180117
2016,15,Montgomery,0246,Northwest High,5-year adjusted cohort,>= 95.00,*,529,20180117
2016,15,Montgomery,0246,Northwest High,4-year adjusted cohort,>= 95.00,*,527,20180117
2016,15,Montgomery,0246,Northwest High,3-year adjusted cohort,<= 5.00,*,518,20180117
2016,15,Montgomery,0249,Clarksburg High,5-year adjusted cohort,93.62,440,470,20180117
2016,15,Montgomery,0249,Clarksburg High,4-year adjusted cohort,90.87,428,471,20180117
2016,15,Montgomery,0249,Clarksburg High,3-year adjusted cohort,<= 5.00,*,472,20180117
2016,15,Montgomery,0315,Paint Branch High,5-year adjusted cohort,90.17,468,519,20180117
2016,15,Montgomery,0315,Paint Branch High,4-year adjusted cohort,89.60,465,519,20180117
2016,15,Montgomery,0315,Paint Branch High,3-year adjusted cohort,<= 5.00,*,516,20180117
2016,15,Montgomery,0321,James Hubert Blake High,5-year adjusted cohort,91.02,375,412,20180117
2016,15,Montgomery,0321,James Hubert Blake High,4-year adjusted cohort,88.86,367,413,20180117
2016,15,Montgomery,0321,James Hubert Blake High,3-year adjusted cohort,<= 5.00,*,404,20180117
2016,15,Montgomery,0406,Bethesda-Chevy Chase High,5-year adjusted cohort,>= 95.00,*,479,20180117
2016,15,Montgomery,0406,Bethesda-Chevy Chase High,4-year adjusted cohort,94.97,453,477,20180117
2016,15,Montgomery,0406,Bethesda-Chevy Chase High,3-year adjusted cohort,<= 5.00,*,465,20180117
2016,15,Montgomery,0424,Walter Johnson High,5-year adjusted cohort,>= 95.00,*,595,20180117
2016,15,Montgomery,0424,Walter Johnson High,4-year adjusted cohort,94.44,561,594,20180117
2016,15,Montgomery,0424,Walter Johnson High,3-year adjusted cohort,5.25,31,590,20180117
2016,15,Montgomery,0427,Walt Whitman High,5-year adjusted cohort,>= 95.00,*,465,20180117
2016,15,Montgomery,0427,Walt Whitman High,4-year adjusted cohort,>= 95.00,*,465,20180117
2016,15,Montgomery,0427,Walt Whitman High,3-year adjusted cohort,<= 5.00,*,463,20180117
2016,15,Montgomery,0503,Sherwood High,5-year adjusted cohort,>= 95.00,*,493,20180117
2016,15,Montgomery,0503,Sherwood High,4-year adjusted cohort,94.72,466,492,20180117
2016,15,Montgomery,0503,Sherwood High,3-year adjusted cohort,<= 5.00,*,488,20180117
2016,15,Montgomery,0510,Col. Zadok Magruder High,5-year adjusted cohort,92.42,366,396,20180117
2016,15,Montgomery,0510,Col. Zadok Magruder High,4-year adjusted cohort,89.39,354,396,20180117
2016,15,Montgomery,0510,Col. Zadok Magruder High,3-year adjusted cohort,<= 5.00,*,389,20180117
2016,15,Montgomery,0525,MCPS Transitions School,5-year adjusted cohort,<= 5.00,*,10,20180117
2016,15,Montgomery,0525,MCPS Transitions School,4-year adjusted cohort,*,*,*,20180117
2016,15,Montgomery,0545,Watkins Mill High,5-year adjusted cohort,92.44,330,357,20180117
2016,15,Montgomery,0545,Watkins Mill High,4-year adjusted cohort,88.55,317,358,20180117
2016,15,Montgomery,0545,Watkins Mill High,3-year adjusted cohort,<= 5.00,*,352,20180117
2016,15,Montgomery,0551,Gaithersburg High,5-year adjusted cohort,83.43,453,543,20180117
2016,15,Montgomery,0551,Gaithersburg High,4-year adjusted cohort,80.07,434,542,20180117
2016,15,Montgomery,0551,Gaithersburg High,3-year adjusted cohort,<= 5.00,*,537,20180117
2016,15,Montgomery,0602,Winston Churchill High,5-year adjusted cohort,>= 95.00,*,538,20180117
2016,15,Montgomery,0602,Winston Churchill High,4-year adjusted cohort,>= 95.00,*,538,20180117
2016,15,Montgomery,0602,Winston Churchill High,3-year adjusted cohort,<= 5.00,*,534,20180117
2016,15,Montgomery,0701,Damascus High,5-year adjusted cohort,92.93,289,311,20180117
2016,15,Montgomery,0701,Damascus High,4-year adjusted cohort,92.28,287,311,20180117
2016,15,Montgomery,0701,Damascus High,3-year adjusted cohort,<= 5.00,*,306,20180117
2016,15,Montgomery,0757,Montgomery Blair High,5-year adjusted cohort,91.74,644,702,20180117
2016,15,Montgomery,0757,Montgomery Blair High,4-year adjusted cohort,88.34,621,703,20180117
2016,15,Montgomery,0757,Montgomery Blair High,3-year adjusted cohort,<= 5.00,*,701,20180117
2016,15,Montgomery,0782,Wheaton High,5-year adjusted cohort,85.06,296,348,20180117
2016,15,Montgomery,0782,Wheaton High,4-year adjusted cohort,82.23,287,349,20180117
2016,15,Montgomery,0782,Wheaton High,3-year adjusted cohort,<= 5.00,*,352,20180117
2016,15,Montgomery,0789,Albert Einstein High,5-year adjusted cohort,86.82,336,387,20180117
2016,15,Montgomery,0789,Albert Einstein High,4-year adjusted cohort,83.16,326,392,20180117
2016,15,Montgomery,0789,Albert Einstein High,3-year adjusted cohort,<= 5.00,*,387,20180117
2016,15,Montgomery,0796,Northwood High School,5-year adjusted cohort,85.75,313,365,20180117
2016,15,Montgomery,0796,Northwood High School,4-year adjusted cohort,82.88,305,368,20180117
2016,15,Montgomery,0796,Northwood High School,3-year adjusted cohort,5.75,21,365,20180117
2016,15,Montgomery,0798,Springbrook High,5-year adjusted cohort,90.12,374,415,20180117
2016,15,Montgomery,0798,Springbrook High,4-year adjusted cohort,87.41,361,413,20180117
2016,15,Montgomery,0798,Springbrook High,3-year adjusted cohort,<= 5.00,*,404,20180117
2016,15,Montgomery,0799,Stephen Knolls School,5-year adjusted cohort,*,*,*,20180117
2016,15,Montgomery,0799,Stephen Knolls School,4-year adjusted cohort,*,*,*,20180117
2016,15,Montgomery,0799,Stephen Knolls School,3-year adjusted cohort,*,*,*,20180117
2016,15,Montgomery,0815,John F. Kennedy High,5-year adjusted cohort,81.71,286,350,20180117
2016,15,Montgomery,0815,John F. Kennedy High,4-year adjusted cohort,76.34,271,355,20180117
2016,15,Montgomery,0815,John F. Kennedy High,3-year adjusted cohort,<= 5.00,*,352,20180117
2016,15,Montgomery,0916,Rock Terrace School,5-year adjusted cohort,*,*,*,20180117
2016,15,Montgomery,0916,Rock Terrace School,4-year adjusted cohort,*,*,*,20180117
2016,15,Montgomery,0916,Rock Terrace School,3-year adjusted cohort,*,*,*,20180117
2016,15,Montgomery,0951,Longview School,5-year adjusted cohort,*,*,*,20180117
2016,15,Montgomery,0951,Longview School,4-year adjusted cohort,*,*,*,20180117
2016,15,Montgomery,0951,Longview School,3-year adjusted cohort,*,*,*,20180117
2016,15,Montgomery,0965,Regional Institute for Children & Adolescents,5-year adjusted cohort,66.67,12,18,20180117
2016,15,Montgomery,0965,Regional Institute for Children & Adolescents,4-year adjusted cohort,55.56,10,18,20180117
2016,15,Montgomery,0965,Regional Institute for Children & Adolescents,3-year adjusted cohort,<= 5.00,*,19,20180117
2016,15,Montgomery,A,All Montgomery Schools,5-year adjusted cohort,92.03,10363,11261,20180117
2016,15,Montgomery,A,All Montgomery Schools,4-year adjusted cohort,89.83,10114,11259,20180117
2016,15,Montgomery,A,All Montgomery Schools,3-year adjusted cohort,<= 5.00,*,11139,20180117
2016,16,Prince George's,0102,High Point High,5-year adjusted cohort,67.37,417,619,20180117
2016,16,Prince George's,0102,High Point High,4-year adjusted cohort,62.46,391,626,20180117
2016,16,Prince George's,0102,High Point High,3-year adjusted cohort,<= 5.00,*,633,20180117
2016,16,Prince George's,0108,James E. Duckworth Regional Center,5-year adjusted cohort,*,*,*,20180117
2016,16,Prince George's,0108,James E. Duckworth Regional Center,4-year adjusted cohort,*,*,*,20180117
2016,16,Prince George's,0108,James E. Duckworth Regional Center,3-year adjusted cohort,*,*,*,20180117
2016,16,Prince George's,0208,Bladensburg High,5-year adjusted cohort,76.52,339,443,20180117
2016,16,Prince George's,0208,Bladensburg High,4-year adjusted cohort,73.54,328,446,20180117
2016,16,Prince George's,0208,Bladensburg High,3-year adjusted cohort,<= 5.00,*,458,20180117
2016,16,Prince George's,0216,Annapolis Road Academy,5-year adjusted cohort,<= 5.00,*,16,20180117
2016,16,Prince George's,0216,Annapolis Road Academy,4-year adjusted cohort,<= 5.00,*,16,20180117
2016,16,Prince George's,0216,Annapolis Road Academy,3-year adjusted cohort,<= 5.00,*,35,20180117
2016,16,Prince George's,0303,Croom High,5-year adjusted cohort,86.11,62,72,20180117
2016,16,Prince George's,0303,Croom High,4-year adjusted cohort,61.54,32,52,20180117
2016,16,Prince George's,0303,Croom High,3-year adjusted cohort,<= 5.00,*,11,20180117
2016,16,Prince George's,0511,Friendly High,5-year adjusted cohort,83.33,205,246,20180117
2016,16,Prince George's,0511,Friendly High,4-year adjusted cohort,80.65,200,248,20180117
2016,16,Prince George's,0511,Friendly High,3-year adjusted cohort,<= 5.00,*,243,20180117
2016,16,Prince George's,0603,Suitland High,5-year adjusted cohort,80.77,399,494,20180117
2016,16,Prince George's,0603,Suitland High,4-year adjusted cohort,79.11,390,493,20180117
2016,16,Prince George's,0603,Suitland High,3-year adjusted cohort,<= 5.00,*,489,20180117
2016,16,Prince George's,0608,Green Valley Academy at Edgar Allan Poe,5-year adjusted cohort,*,*,*,20180117
2016,16,Prince George's,0608,Green Valley Academy at Edgar Allan Poe,4-year adjusted cohort,*,*,*,20180117
2016,16,Prince George's,0608,Green Valley Academy at Edgar Allan Poe,3-year adjusted cohort,<= 5.00,*,24,20180117
2016,16,Prince George's,0631,Forestville High,5-year adjusted cohort,81.28,178,219,20180117
2016,16,Prince George's,0631,Forestville High,4-year adjusted cohort,79.46,178,224,20180117
2016,16,Prince George's,0631,Forestville High,3-year adjusted cohort,<= 5.00,*,231,20180117
2016,16,Prince George's,0705,Tall Oaks High,5-year adjusted cohort,90.32,56,62,20180117
2016,16,Prince George's,0705,Tall Oaks High,4-year adjusted cohort,86.79,46,53,20180117
2016,16,Prince George's,0705,Tall Oaks High,3-year adjusted cohort,<= 5.00,*,19,20180117
2016,16,Prince George's,0723,C. Elizabeth Rieg Regional Center,5-year adjusted cohort,*,*,*,20180117
2016,16,Prince George's,0723,C. Elizabeth Rieg Regional Center,4-year adjusted cohort,*,*,*,20180117
2016,16,Prince George's,0723,C. Elizabeth Rieg Regional Center,3-year adjusted cohort,*,*,*,20180117
2016,16,Prince George's,0908,Surrattsville High,5-year adjusted cohort,92.90,170,183,20180117
2016,16,Prince George's,0908,Surrattsville High,4-year adjusted cohort,90.81,168,185,20180117
2016,16,Prince George's,0908,Surrattsville High,3-year adjusted cohort,<= 5.00,*,186,20180117
2016,16,Prince George's,1008,Laurel High,5-year adjusted cohort,87.25,445,510,20180117
2016,16,Prince George's,1008,Laurel High,4-year adjusted cohort,85.43,434,508,20180117
2016,16,Prince George's,1008,Laurel High,3-year adjusted cohort,<= 5.00,*,508,20180117
2016,16,Prince George's,1103,Gwynn Park High,5-year adjusted cohort,>= 95.00,*,272,20180117
2016,16,Prince George's,1103,Gwynn Park High,4-year adjusted cohort,94.55,260,275,20180117
2016,16,Prince George's,1103,Gwynn Park High,3-year adjusted cohort,<= 5.00,*,274,20180117
2016,16,Prince George's,1209,Oxon Hill High,5-year adjusted cohort,85.67,293,342,20180117
2016,16,Prince George's,1209,Oxon Hill High,4-year adjusted cohort,84.59,291,344,20180117
2016,16,Prince George's,1209,Oxon Hill High,3-year adjusted cohort,<= 5.00,*,356,20180117
2016,16,Prince George's,1217,Crossland High,5-year adjusted cohort,84.34,237,281,20180117
2016,16,Prince George's,1217,Crossland High,4-year adjusted cohort,82.04,233,284,20180117
2016,16,Prince George's,1217,Crossland High,3-year adjusted cohort,<= 5.00,*,280,20180117
2016,16,Prince George's,1220,Potomac High,5-year adjusted cohort,79.68,247,310,20180117
2016,16,Prince George's,1220,Potomac High,4-year adjusted cohort,76.27,241,316,20180117
2016,16,Prince George's,1220,Potomac High,3-year adjusted cohort,<= 5.00,*,301,20180117
2016,16,Prince George's,1314,Largo High,5-year adjusted cohort,87.08,236,271,20180117
2016,16,Prince George's,1314,Largo High,4-year adjusted cohort,84.23,235,279,20180117
2016,16,Prince George's,1314,Largo High,3-year adjusted cohort,<= 5.00,*,286,20180117
2016,16,Prince George's,1327,Charles Herbert Flowers High,5-year adjusted cohort,92.91,459,494,20180117
2016,16,Prince George's,1327,Charles Herbert Flowers High,4-year adjusted cohort,91.00,455,500,20180117
2016,16,Prince George's,1327,Charles Herbert Flowers High,3-year adjusted cohort,<= 5.00,*,496,20180117
2016,16,Prince George's,1350,Academy of Health Sciences at PGCC,5-year adjusted cohort,>= 95.00,*,88,20180117
2016,16,Prince George's,1350,Academy of Health Sciences at PGCC,4-year adjusted cohort,>= 95.00,*,88,20180117
2016,16,Prince George's,1350,Academy of Health Sciences at PGCC,3-year adjusted cohort,<= 5.00,*,95,20180117
2016,16,Prince George's,1409,Duval High,5-year adjusted cohort,94.89,334,352,20180117
2016,16,Prince George's,1409,Duval High,4-year adjusted cohort,92.39,328,355,20180117
2016,16,Prince George's,1409,Duval High,3-year adjusted cohort,<= 5.00,*,367,20180117
